baseline,harm,coverage,risk
B1_knn_vote,background_accept,0.8069,0.0547
B1_knn_vote,background_accept,0.8114,0.0558
B1_knn_vote,background_accept,0.816,0.0569
B1_knn_vote,background_accept,0.8205,0.0587
B1_knn_vote,background_accept,0.825,0.0611
B1_knn_vote,background_accept,0.8296,0.0635
B1_knn_vote,background_accept,0.8341,0.0652
B1_knn_vote,background_accept,0.8386,0.0662
B1_knn_vote,background_accept,0.8431,0.0672
B1_knn_vote,background_accept,0.8477,0.0688
B1_knn_vote,background_accept,0.8522,0.0684
B1_knn_vote,background_accept,0.8567,0.0687
B1_knn_vote,background_accept,0.8613,0.0703
B1_knn_vote,background_accept,0.8658,0.0719
B1_knn_vote,background_accept,0.8703,0.0716
B1_knn_vote,background_accept,0.8749,0.0725
B1_knn_vote,background_accept,0.8794,0.0747
B1_knn_vote,background_accept,0.8839,0.075
B1_knn_vote,background_accept,0.8884,0.0765
B1_knn_vote,background_accept,0.893,0.078
B1_knn_vote,background_accept,0.8975,0.0795
B1_knn_vote,background_accept,0.902,0.0797
B1_knn_vote,background_accept,0.9066,0.0793
B1_knn_vote,background_accept,0.9111,0.0802
B1_knn_vote,background_accept,0.9156,0.081
B1_knn_vote,background_accept,0.9202,0.0831
B1_knn_vote,background_accept,0.9247,0.0827
B1_knn_vote,background_accept,0.9292,0.0841
B1_knn_vote,background_accept,0.9337,0.0849
B1_knn_vote,background_accept,0.9383,0.0863
B1_knn_vote,background_accept,0.9428,0.0877
B1_knn_vote,background_accept,0.9473,0.0897
B1_knn_vote,background_accept,0.9519,0.0898
B1_knn_vote,background_accept,0.9564,0.0906
B1_knn_vote,background_accept,0.9609,0.0907
B1_knn_vote,background_accept,0.9655,0.0933
B1_knn_vote,background_accept,0.97,0.0934
B1_knn_vote,background_accept,0.9745,0.0936
B1_knn_vote,background_accept,0.979,0.0937
B1_knn_vote,background_accept,0.9836,0.095
B1_knn_vote,background_accept,0.9881,0.0957
B1_knn_vote,background_accept,0.9926,0.097
B1_knn_vote,background_accept,0.9972,0.0977
B1_knn_vote,localisation_accept,0.0006,0.0
B1_knn_vote,localisation_accept,0.0051,0.0
B1_knn_vote,localisation_accept,0.0096,0.0
B1_knn_vote,localisation_accept,0.0142,0.0
B1_knn_vote,localisation_accept,0.0187,0.0
B1_knn_vote,localisation_accept,0.0232,0.0
B1_knn_vote,localisation_accept,0.0277,0.0
B1_knn_vote,localisation_accept,0.0323,0.0
B1_knn_vote,localisation_accept,0.0368,0.0
B1_knn_vote,localisation_accept,0.0413,0.0
B1_knn_vote,localisation_accept,0.0459,0.0
B1_knn_vote,localisation_accept,0.0504,0.0
B1_knn_vote,localisation_accept,0.0549,0.0
B1_knn_vote,localisation_accept,0.0595,0.0095
B1_knn_vote,localisation_accept,0.064,0.0088
B1_knn_vote,localisation_accept,0.0685,0.0165
B1_knn_vote,localisation_accept,0.073,0.0155
B1_knn_vote,localisation_accept,0.0776,0.0146
B1_knn_vote,localisation_accept,0.0821,0.0207
B1_knn_vote,localisation_accept,0.0866,0.0196
B1_knn_vote,localisation_accept,0.0912,0.0186
B1_knn_vote,localisation_accept,0.0957,0.0178
B1_knn_vote,localisation_accept,0.1002,0.0226
B1_knn_vote,localisation_accept,0.1048,0.0216
B1_knn_vote,localisation_accept,0.1093,0.0207
B1_knn_vote,localisation_accept,0.1138,0.0249
B1_knn_vote,localisation_accept,0.1183,0.0239
B1_knn_vote,localisation_accept,0.1229,0.023
B1_knn_vote,localisation_accept,0.1274,0.0267
B1_knn_vote,localisation_accept,0.1319,0.0258
B1_knn_vote,localisation_accept,0.1365,0.0249
B1_knn_vote,localisation_accept,0.141,0.0281
B1_knn_vote,localisation_accept,0.1455,0.035
B1_knn_vote,localisation_accept,0.1501,0.0377
B1_knn_vote,localisation_accept,0.1546,0.0366
B1_knn_vote,localisation_accept,0.1591,0.0356
B1_knn_vote,localisation_accept,0.1636,0.0415
B1_knn_vote,localisation_accept,0.1682,0.0404
B1_knn_vote,localisation_accept,0.1727,0.0426
B1_knn_vote,localisation_accept,0.1772,0.0415
B1_knn_vote,localisation_accept,0.1818,0.0405
B1_knn_vote,localisation_accept,0.1863,0.0426
B1_knn_vote,localisation_accept,0.1908,0.0475
B1_knn_vote,localisation_accept,0.1954,0.0493
B1_knn_vote,localisation_accept,0.1999,0.0482
B1_knn_vote,localisation_accept,0.2044,0.0499
B1_knn_vote,localisation_accept,0.2089,0.0488
B1_knn_vote,localisation_accept,0.2135,0.0477
B1_knn_vote,localisation_accept,0.218,0.0468
B1_knn_vote,localisation_accept,0.2225,0.0458
B1_knn_vote,localisation_accept,0.2271,0.0449
B1_knn_vote,localisation_accept,0.2316,0.0465
B1_knn_vote,localisation_accept,0.2361,0.048
B1_knn_vote,localisation_accept,0.2407,0.0471
B1_knn_vote,localisation_accept,0.2452,0.0462
B1_knn_vote,localisation_accept,0.2497,0.0499
B1_knn_vote,localisation_accept,0.2542,0.049
B1_knn_vote,localisation_accept,0.2588,0.0503
B1_knn_vote,localisation_accept,0.2633,0.0495
B1_knn_vote,localisation_accept,0.2678,0.0486
B1_knn_vote,localisation_accept,0.2724,0.0478
B1_knn_vote,localisation_accept,0.2769,0.0491
B1_knn_vote,localisation_accept,0.2814,0.0503
B1_knn_vote,localisation_accept,0.286,0.0495
B1_knn_vote,localisation_accept,0.2905,0.0507
B1_knn_vote,localisation_accept,0.295,0.0499
B1_knn_vote,localisation_accept,0.2995,0.0548
B1_knn_vote,localisation_accept,0.3041,0.0559
B1_knn_vote,localisation_accept,0.3086,0.0587
B1_knn_vote,localisation_accept,0.3131,0.0579
B1_knn_vote,localisation_accept,0.3177,0.057
B1_knn_vote,localisation_accept,0.3222,0.058
B1_knn_vote,localisation_accept,0.3267,0.0572
B1_knn_vote,localisation_accept,0.3313,0.0564
B1_knn_vote,localisation_accept,0.3358,0.0556
B1_knn_vote,localisation_accept,0.3403,0.0566
B1_knn_vote,localisation_accept,0.3448,0.0558
B1_knn_vote,localisation_accept,0.3494,0.0567
B1_knn_vote,localisation_accept,0.3539,0.056
B1_knn_vote,localisation_accept,0.3584,0.0585
B1_knn_vote,localisation_accept,0.363,0.0608
B1_knn_vote,localisation_accept,0.3675,0.0616
B1_knn_vote,localisation_accept,0.372,0.0654
B1_knn_vote,localisation_accept,0.3766,0.0662
B1_knn_vote,localisation_accept,0.3811,0.0654
B1_knn_vote,localisation_accept,0.3856,0.0675
